@relation accelerometer

@attribute time numeric
@attribute averageOfVariDiffOfPrecedingWindows numeric
@attribute varianceOfVariDiffOfPrecedingWindows numeric
@attribute averageOfAverageOfPrecedingWindows numeric
@attribute varianceOfAverageOfPrecedingWindows numeric
@attribute variDiffOfCurWindow numeric
@attribute averageOfVariDiffOfSucceedingWindows numeric
@attribute varianceOfVariDiffOfSucceedingWindows numeric
@attribute averageOfAverageOfSucceedingWindows numeric
@attribute varianceOfAverageOfSucceedingWindows numeric
@attribute class {n,p,u}

@data
60542,  0.109, 10.340,  2.654,  0.860, -2.097,  0.033,  0.433,  0.644,  0.084,n
60543,  0.014, 10.533,  2.680,  0.761, -1.232,  0.068,  0.372,  0.652,  0.085,n
60544, -0.067, 10.566,  2.678,  0.767, -1.222,  0.098,  0.313,  0.658,  0.087,n
60545, -0.182, 10.485,  2.661,  0.832, -1.021,  0.113,  0.285,  0.668,  0.087,n
60546, -0.325, 10.177,  2.630,  0.941, -0.575,  0.118,  0.278,  0.683,  0.081,n
60547, -0.611,  8.114,  2.518,  1.143, -0.165,  0.118,  0.278,  0.701,  0.067,n
60548, -0.829,  6.621,  2.406,  1.369, -0.008,  0.110,  0.282,  0.727,  0.046,n
60549, -0.991,  5.642,  2.287,  1.581,  0.187,  0.109,  0.282,  0.749,  0.029,n
60550, -1.076,  5.235,  2.166,  1.739,  0.810,  0.085,  0.261,  0.759,  0.024,n
60551, -1.101,  5.121,  2.055,  1.820,  1.100,  0.061,  0.224,  0.764,  0.022,n
60552, -0.861,  4.661,  1.949,  1.857,  1.107,  0.034,  0.184,  0.771,  0.019,n
60553, -0.648,  4.312,  1.829,  1.825,  1.120, -0.004,  0.134,  0.776,  0.017,n
60554, -0.484,  4.185,  1.710,  1.769,  0.838, -0.037,  0.103,  0.781,  0.016,n
60555, -0.369,  4.143,  1.594,  1.686,  0.084, -0.040,  0.103,  0.780,  0.016,n
60556, -0.394,  4.102,  1.551,  1.715, -0.210, -0.042,  0.104,  0.774,  0.016,n
60557, -0.566,  3.239,  1.465,  1.646, -0.210, -0.053,  0.111,  0.768,  0.016,n
60558, -0.707,  2.596,  1.357,  1.469, -0.133, -0.040,  0.114,  0.768,  0.016,n
60559, -0.769,  2.415,  1.254,  1.290, -0.138,  0.124,  0.754,  0.834,  0.147,n
60560, -0.771,  2.412,  1.151,  1.074, -0.337,  0.569,  5.279,  1.018,  1.049,n
60561, -0.817,  2.316,  1.057,  0.864,  0.141,  1.152, 13.238,  1.272,  2.601,n
60562, -0.672,  2.038,  0.961,  0.644,  0.379,  1.947, 27.783,  1.632,  5.483,n
60563, -0.494,  1.572,  0.874,  0.470,  0.443,  2.929, 48.809,  2.096, 10.139,n
60564, -0.373,  1.409,  0.804,  0.338,  0.390,  3.788, 62.691,  2.637, 16.125,n
60565, -0.267,  1.276,  0.748,  0.237,  0.006,  4.356, 66.292,  3.248, 23.367,n
60566, -0.159,  1.021,  0.702,  0.159, -0.396,  4.764, 66.413,  3.913, 31.106,n
60567, -0.046,  0.615,  0.658,  0.093, -0.131,  4.840, 65.787,  4.611, 38.743,n
60568,  0.033,  0.433,  0.644,  0.084, -0.360,  4.643, 68.886,  5.368, 47.151,n
60569,  0.068,  0.372,  0.652,  0.085, -0.459,  4.355, 74.019,  6.193, 56.349,n
60570,  0.098,  0.313,  0.658,  0.087, -0.666,  4.141, 77.393,  7.063, 65.506,n
60571,  0.113,  0.285,  0.668,  0.087, -0.446,  4.123, 77.577,  7.906, 72.071,n
60572,  0.118,  0.278,  0.683,  0.081, -0.162,  4.289, 76.784,  8.774, 77.596,n
60573,  0.118,  0.278,  0.701,  0.067, -0.204,  4.542, 76.016,  9.610, 80.901,n
60574,  0.110,  0.282,  0.727,  0.046,  0.167,  4.817, 75.401, 10.425, 82.287,n
60575,  0.109,  0.282,  0.749,  0.029,  0.204,  4.878, 74.904, 11.220, 81.859,n
60576,  0.085,  0.261,  0.759,  0.024,  0.493,  4.818, 75.549, 11.979, 79.534,n
60577,  0.061,  0.224,  0.764,  0.022,  0.449,  4.577, 79.193, 12.734, 76.015,n
60578,  0.034,  0.184,  0.771,  0.019,  0.154,  4.284, 84.030, 13.519, 71.649,n
60579, -0.004,  0.134,  0.776,  0.017,  0.014,  3.906, 90.975, 14.302, 65.996,n
60580, -0.037,  0.103,  0.781,  0.016,  0.023,  3.568, 96.562, 15.050, 58.759,n
60581, -0.040,  0.103,  0.780,  0.016, -0.269,  3.404, 98.552, 15.740, 49.992,n
60582, -0.042,  0.104,  0.774,  0.016, -0.496,  3.395, 98.625, 16.422, 40.226,n
60583, -0.053,  0.111,  0.768,  0.016,  0.204,  3.410, 98.528, 17.063, 29.744,n
60584, -0.040,  0.114,  0.768,  0.016,  3.968,  3.260, 98.918, 17.630, 20.666,n
60585,  0.124,  0.754,  0.834,  0.147, 10.790,  2.903, 96.504, 18.033, 14.610,n
60586,  0.569,  5.279,  1.018,  1.049, 14.701,  2.342, 90.584, 18.357,  9.958,n
60587,  1.152, 13.238,  1.272,  2.601, 20.270,  1.399, 77.594, 18.572,  7.279,n
60588,  1.947, 27.783,  1.632,  5.483, 24.991,  0.250, 54.125, 18.695,  6.094,n
60589,  2.929, 48.809,  2.096, 10.139, 21.851, -0.787, 34.346, 18.721,  5.879,n
60590,  3.788, 62.691,  2.637, 16.125, 14.219, -1.502, 24.775, 18.649,  6.378,n
60591,  4.356, 66.292,  3.248, 23.367,  9.800, -2.032, 19.315, 18.519,  7.121,n
60592,  4.764, 66.413,  3.913, 31.106,  1.753, -2.229, 18.733, 18.326,  8.163,n
60593,  4.840, 65.787,  4.611, 38.743, -5.279, -2.191, 18.527, 18.022,  9.552,n
60594,  4.643, 68.886,  5.368, 47.151, -7.657, -1.981, 17.238, 17.656, 10.291,n
60595,  4.355, 74.019,  6.193, 56.349, -6.005, -1.821, 16.537, 17.217, 10.626,n
60596,  4.141, 77.393,  7.063, 65.506, -0.903, -1.939, 16.657, 16.766, 11.434,n
60597,  4.123, 77.577,  7.906, 72.071,  3.981, -2.254, 15.254, 16.267, 11.980,n
60598,  4.289, 76.784,  8.774, 77.596,  6.125, -2.668, 12.312, 15.773, 12.640,n
60599,  4.542, 76.016,  9.610, 80.901,  7.043, -3.260,  9.094, 15.239, 13.933,n
60600,  4.817, 75.401, 10.425, 82.287,  1.742, -3.670,  9.022, 14.683, 15.579,n
60601,  4.878, 74.904, 11.220, 81.859, -1.021, -3.899,  9.067, 14.127, 17.570,n
60602,  4.818, 75.549, 11.979, 79.534, -5.574, -3.914,  9.128, 13.536, 19.643,n
60603,  4.577, 79.193, 12.734, 76.015, -7.161, -3.890,  8.978, 12.892, 20.976,n
60604,  4.284, 84.030, 13.519, 71.649, -9.446, -3.732,  7.775, 12.221, 21.955,n
60605,  3.906, 90.975, 14.302, 65.996, -8.423, -3.475,  6.916, 11.530, 23.571,n
60606,  3.568, 96.562, 15.050, 58.759, -4.379, -3.323,  7.210, 10.871, 25.663,n
60607,  3.404, 98.552, 15.740, 49.992, -0.714, -3.309,  7.289, 10.225, 26.852,n
60608,  3.395, 98.625, 16.422, 40.226,  0.590, -3.328,  7.142,  9.601, 27.900,n
60609,  3.410, 98.528, 17.063, 29.744,  0.210, -3.304,  7.332,  8.967, 28.516,n
60610,  3.260, 98.918, 17.630, 20.666,  1.868, -3.392,  6.577,  8.374, 29.053,n
60611,  2.903, 96.504, 18.033, 14.610,  0.673, -3.439,  6.237,  7.792, 29.069,n
60612,  2.342, 90.584, 18.357,  9.958, -3.303, -3.350,  6.461,  7.215, 28.516,n
60613,  1.399, 77.594, 18.572,  7.279, -3.729, -3.240,  6.676,  6.622, 27.000,n
60614,  0.250, 54.125, 18.695,  6.094, -4.086, -3.115,  6.847,  6.047, 25.113,n
60615, -0.787, 34.346, 18.721,  5.879, -3.666, -3.007,  7.013,  5.497, 23.029,n
60616, -1.502, 24.775, 18.649,  6.378, -3.431, -2.889,  7.256,  4.944, 20.632,n
60617, -2.032, 19.315, 18.519,  7.121, -3.182, -2.775,  7.511,  4.419, 18.254,n
60618, -2.229, 18.733, 18.326,  8.163, -4.324, -2.605,  7.686,  3.937, 16.269,n
60619, -2.191, 18.527, 18.022,  9.552, -2.407, -2.514,  7.932,  3.450, 13.714,n
60620, -1.981, 17.238, 17.656, 10.291, -2.015, -2.439,  8.151,  2.992, 11.198,n
60621, -1.821, 16.537, 17.217, 10.626, -3.841, -2.289,  8.276,  2.576,  9.016,n
60622, -1.939, 16.657, 16.766, 11.434, -3.906, -2.135,  8.349,  2.190,  6.979,n
60623, -2.254, 15.254, 16.267, 11.980, -4.230, -1.966,  8.327,  1.825,  4.967,n
60624, -2.668, 12.312, 15.773, 12.640, -7.750, -1.655,  6.995,  1.522,  3.574,n
60625, -3.260,  9.094, 15.239, 13.933, -8.503, -1.314,  5.039,  1.262,  2.524,n
60626, -3.670,  9.022, 14.683, 15.579, -6.739, -1.044,  3.810,  1.035,  1.694,n
60627, -3.899,  9.067, 14.127, 17.570, -5.966, -0.804,  2.788,  0.847,  1.119,n
60628, -3.914,  9.128, 13.536, 19.643, -6.548, -0.545,  1.366,  0.683,  0.657,n
60629, -3.890,  8.978, 12.892, 20.976, -5.511, -0.327,  0.298,  0.546,  0.330,n
60630, -3.732,  7.775, 12.221, 21.955, -1.990, -0.250,  0.180,  0.464,  0.230,n
60631, -3.475,  6.916, 11.530, 23.571, -0.569, -0.230,  0.177,  0.408,  0.195,n
60632, -3.323,  7.210, 10.871, 25.663, -0.370, -0.213,  0.179,  0.348,  0.137,n
60633, -3.309,  7.289, 10.225, 26.852,  0.109, -0.026,  1.178,  0.385,  0.246,n
60634, -3.328,  7.142,  9.601, 27.900,  0.808,  0.286,  4.164,  0.511,  0.771,n
60635, -3.304,  7.332,  8.967, 28.516, -0.333,  0.657,  7.132,  0.643,  1.291,n
60636, -3.392,  6.577,  8.374, 29.053, -0.494,  1.039,  9.851,  0.777,  1.780,n
60637, -3.439,  6.237,  7.792, 29.069, -1.075,  1.432, 11.988,  0.911,  2.224,n
60638, -3.350,  6.461,  7.215, 28.516, -0.979,  1.479, 11.806,  1.047,  2.636,n
60639, -3.240,  6.676,  6.622, 27.000, -0.957,  1.235, 14.536,  1.183,  3.012,n
60640, -3.115,  6.847,  6.047, 25.113, -0.978,  0.981, 17.318,  1.319,  3.339,n
60641, -3.007,  7.013,  5.497, 23.029, -0.487,  0.701, 20.144,  1.469,  3.608,n
60642, -2.889,  7.256,  4.944, 20.632, -0.332,  0.416, 22.785,  1.623,  3.821,n
60643, -2.775,  7.511,  4.419, 18.254, -0.072,  0.121, 25.256,  1.781,  3.957,n
60644, -2.605,  7.686,  3.937, 16.269, -0.125, -0.016, 25.797,  1.854,  3.839,n
60645, -2.514,  7.932,  3.450, 13.714, -0.136, -0.019, 25.798,  1.854,  3.837,n
60646, -2.439,  8.151,  2.992, 11.198, -0.087,  0.056, 25.929,  1.885,  3.750,n
60647, -2.289,  8.276,  2.576,  9.016, -0.061,  0.214, 26.515,  1.954,  3.609,n
60648, -2.135,  8.349,  2.190,  6.979,  0.000,  0.381, 27.131,  2.028,  3.461,n
60649, -1.966,  8.327,  1.825,  4.967,  0.014,  0.548, 27.705,  2.103,  3.298,n
60650, -1.655,  6.995,  1.522,  3.574,  0.033,  0.715, 28.220,  2.178,  3.122,n
60651, -1.314,  5.039,  1.262,  2.524,  0.015,  0.751, 28.200,  2.254,  2.932,n
60652, -1.044,  3.810,  1.035,  1.694,  0.031,  0.634, 28.719,  2.330,  2.731,n
60653, -0.804,  2.788,  0.847,  1.119, -0.077,  0.499, 29.379,  2.406,  2.516,n
60654, -0.545,  1.366,  0.683,  0.657, -0.068,  0.360, 30.024,  2.482,  2.288,n
60655, -0.327,  0.298,  0.546,  0.330, -0.063,  0.220, 30.633,  2.558,  2.047,n
60656, -0.250,  0.180,  0.464,  0.230, -0.065,  0.082, 31.195,  2.634,  1.795,n
60657, -0.230,  0.177,  0.408,  0.195,  0.041, -0.003, 31.381,  2.676,  1.617,n
60658, -0.213,  0.179,  0.348,  0.137,  4.782, -0.171, 30.412,  2.610,  1.787,n
60659, -0.026,  1.178,  0.385,  0.246,  8.623, -0.472, 27.163,  2.471,  1.859,n
60660,  0.286,  4.164,  0.511,  0.771,  8.951, -0.523, 26.225,  2.453,  1.806,n
60661,  0.657,  7.132,  0.643,  1.291,  9.035, -0.415, 28.663,  2.515,  2.122,n
60662,  1.039,  9.851,  0.777,  1.780,  8.760, -0.303, 31.120,  2.579,  2.437,n
60663,  1.432, 11.988,  0.911,  2.224,  0.200,  0.110, 35.803,  2.642,  2.737,n
60664,  1.479, 11.806,  1.047,  2.636, -7.062,  0.797, 37.355,  2.705,  3.031,n
60665,  1.235, 14.536,  1.183,  3.012, -7.325,  1.022, 34.818,  2.770,  3.328,n
60666,  0.981, 17.318,  1.319,  3.339, -7.501,  0.923, 36.802,  2.833,  3.608,n
60667,  0.701, 20.144,  1.469,  3.608, -7.453,  0.821, 38.854,  2.897,  3.884,n
60668,  0.416, 22.785,  1.623,  3.821, -7.440,  0.724, 40.759,  2.960,  4.140,n
60669,  0.121, 25.256,  1.781,  3.957, -3.555,  0.485, 44.316,  3.098,  4.325,n
60670, -0.016, 25.797,  1.854,  3.839, -0.204,  0.116, 48.247,  3.305,  4.119,n
60671, -0.019, 25.798,  1.854,  3.837,  1.796, -0.113, 48.760,  3.357,  3.922,n
60672,  0.056, 25.929,  1.885,  3.750,  3.890, -0.269, 48.068,  3.285,  4.284,n
60673,  0.214, 26.515,  1.954,  3.609,  4.153, -0.436, 47.226,  3.207,  4.651,n
60674,  0.381, 27.131,  2.028,  3.461,  4.206, -0.605, 46.307,  3.129,  5.007,n
60675,  0.548, 27.705,  2.103,  3.298,  4.197, -0.773, 45.331,  3.051,  5.350,n
60676,  0.715, 28.220,  2.178,  3.122,  0.926, -0.810, 45.234,  2.973,  5.680,n
60677,  0.751, 28.200,  2.254,  2.932, -2.897, -0.694, 45.066,  2.894,  6.000,n
60678,  0.634, 28.719,  2.330,  2.731, -3.464, -0.556, 44.746,  2.816,  6.306,n
60679,  0.499, 29.379,  2.406,  2.516, -3.537, -0.414, 44.368,  2.737,  6.599,n
60680,  0.360, 30.024,  2.482,  2.288, -3.550, -0.272, 43.944,  2.659,  6.879,n
60681,  0.220, 30.633,  2.558,  2.047, -3.528, -0.131, 43.485,  2.581,  7.146,n
60682,  0.082, 31.195,  2.634,  1.795, -2.073, -0.048, 43.321,  2.536,  7.335,n
60683, -0.003, 31.381,  2.676,  1.617,  0.588, -0.072, 43.304,  2.512,  7.443,n
60684, -0.171, 30.412,  2.610,  1.787,  1.097, -0.115, 43.245,  2.490,  7.545,n
60685, -0.472, 27.163,  2.471,  1.859,  7.672, -0.422, 40.621,  2.343,  7.722,n
60686, -0.523, 26.225,  2.453,  1.806, 11.732, -0.892, 34.244,  2.116,  7.429,n
60687, -0.415, 28.663,  2.515,  2.122, 11.563, -1.354, 27.591,  1.887,  7.022,n
60688, -0.303, 31.120,  2.579,  2.437, 10.508, -1.774, 21.620,  1.660,  6.513,n
60689,  0.110, 35.803,  2.642,  2.737, 10.135, -2.180, 15.670,  1.431,  5.889,n
60690,  0.797, 37.355,  2.705,  3.031, -1.722, -2.111, 15.855,  1.202,  5.148,n
60691,  1.022, 34.818,  2.770,  3.328, -9.956, -1.713, 13.311,  0.973,  4.305,n
60692,  0.923, 36.802,  2.833,  3.608,-10.016, -1.312, 10.393,  0.744,  3.344,n
60693,  0.821, 38.854,  2.897,  3.884, -9.865, -0.918,  7.254,  0.517,  2.304,n
60694,  0.724, 40.759,  2.960,  4.140, -9.529, -0.536,  4.049,  0.302,  1.273,n
60695,  0.485, 44.316,  3.098,  4.325, -9.425, -0.158,  0.621,  0.090,  0.189,n
60696,  0.116, 48.247,  3.305,  4.119, -3.940,  0.001,  0.000,  0.004,  0.000,u
60697, -0.113, 48.760,  3.357,  3.922, -0.008,  0.003,  0.000,  0.004,  0.000,n
60698, -0.269, 48.068,  3.285,  4.284, -0.010,  0.006,  0.000,  0.005,  0.000,n
60699, -0.436, 47.226,  3.207,  4.651, -0.011,  0.010,  0.001,  0.007,  0.000,n
60700, -0.605, 46.307,  3.129,  5.007, -0.011,  0.016,  0.001,  0.010,  0.000,n
60701, -0.773, 45.331,  3.051,  5.350, -0.003,  0.021,  0.002,  0.013,  0.001,n
60702, -0.810, 45.234,  2.973,  5.680, -0.003,  0.026,  0.002,  0.017,  0.001,n
60703, -0.694, 45.066,  2.894,  6.000, -0.004,  0.031,  0.002,  0.022,  0.001,n
60704, -0.556, 44.746,  2.816,  6.306, -0.001,  0.033,  0.002,  0.026,  0.002,n
60705, -0.414, 44.368,  2.737,  6.599,  0.001,  0.033,  0.002,  0.031,  0.002,n
60706, -0.272, 43.944,  2.659,  6.879,  0.002,  0.030,  0.003,  0.035,  0.002,n
60707, -0.131, 43.485,  2.581,  7.146,  0.002,  0.026,  0.003,  0.040,  0.002,n
60708, -0.048, 43.321,  2.536,  7.335,  0.002,  0.022,  0.004,  0.045,  0.002,n
60709, -0.072, 43.304,  2.512,  7.443,  0.002,  0.018,  0.004,  0.049,  0.003,n
60710, -0.115, 43.245,  2.490,  7.545, -0.001,  0.016,  0.005,  0.053,  0.003,n
60711, -0.422, 40.621,  2.343,  7.722,  0.000,  0.016,  0.005,  0.057,  0.002,n
60712, -0.892, 34.244,  2.116,  7.429, -0.000,  0.015,  0.005,  0.060,  0.002,n
60713, -1.354, 27.591,  1.887,  7.022,  0.000,  0.015,  0.005,  0.063,  0.002,n
60714, -1.774, 21.620,  1.660,  6.513,  0.000,  0.015,  0.005,  0.065,  0.002,n
60715, -2.180, 15.670,  1.431,  5.889, -0.000,  0.016,  0.005,  0.068,  0.002,n
60716, -2.111, 15.855,  1.202,  5.148, -0.001,  0.016,  0.005,  0.071,  0.002,n
60717, -1.713, 13.311,  0.973,  4.305, -0.001,  0.015,  0.005,  0.074,  0.002,n
60718, -1.312, 10.393,  0.744,  3.344,  0.000,  0.017,  0.005,  0.077,  0.001,n
60719, -0.918,  7.254,  0.517,  2.304,  0.011,  0.017,  0.005,  0.080,  0.001,n
60720, -0.536,  4.049,  0.302,  1.273,  0.018,  0.017,  0.005,  0.083,  0.001,n
60721, -0.158,  0.621,  0.090,  0.189,  0.037,  0.017,  0.005,  0.086,  0.001,n
60722,  0.001,  0.000,  0.004,  0.000,  0.047,  0.017,  0.005,  0.089,  0.001,n
60723,  0.003,  0.000,  0.004,  0.000,  0.070,  0.015,  0.004,  0.091,  0.000,n
60724,  0.006,  0.000,  0.005,  0.000,  0.091,  0.014,  0.004,  0.094,  0.000,n
60725,  0.010,  0.001,  0.007,  0.000,  0.121,  0.012,  0.004,  0.096,  0.000,n
60726,  0.016,  0.001,  0.010,  0.000,  0.125,  0.011,  0.004,  0.098,  0.000,n
60727,  0.021,  0.002,  0.013,  0.001,  0.137,  0.008,  0.003,  0.100,  0.001,n
60728,  0.026,  0.002,  0.017,  0.001,  0.114,  0.006,  0.003,  0.101,  0.001,n
60729,  0.031,  0.002,  0.022,  0.001,  0.051,  0.006,  0.003,  0.103,  0.001,n
60730,  0.033,  0.002,  0.026,  0.002, -0.012,  0.006,  0.003,  0.104,  0.001,n
60731,  0.033,  0.002,  0.031,  0.002, -0.074,  0.007,  0.003,  0.106,  0.001,n
60732,  0.030,  0.003,  0.035,  0.002, -0.084,  0.007,  0.003,  0.107,  0.001,n
60733,  0.026,  0.003,  0.040,  0.002, -0.106,  0.008,  0.002,  0.108,  0.001,n
60734,  0.022,  0.004,  0.045,  0.002, -0.084,  0.007,  0.003,  0.109,  0.001,n
60735,  0.018,  0.004,  0.049,  0.003, -0.048,  0.005,  0.003,  0.109,  0.001,n
60736,  0.016,  0.005,  0.053,  0.003, -0.008,  0.002,  0.003,  0.110,  0.001,n
60737,  0.016,  0.005,  0.057,  0.002, -0.017,  0.000,  0.003,  0.110,  0.001,n
60738,  0.015,  0.005,  0.060,  0.002, -0.007, -0.001,  0.003,  0.111,  0.001,n
60739,  0.015,  0.005,  0.063,  0.002,  0.002, -0.001,  0.003,  0.112,  0.001,n
60740,  0.015,  0.005,  0.065,  0.002,  0.011, -0.001,  0.003,  0.112,  0.001,n
60741,  0.016,  0.005,  0.068,  0.002,  0.001, -0.000,  0.004,  0.112,  0.001,n
60742,  0.016,  0.005,  0.071,  0.002, -0.009,  0.001,  0.004,  0.111,  0.001,n
60743,  0.015,  0.005,  0.074,  0.002,  0.028,  0.001,  0.004,  0.111,  0.001,n
60744,  0.017,  0.005,  0.077,  0.001,  0.025,  0.003,  0.004,  0.112,  0.001,n
60745,  0.017,  0.005,  0.080,  0.001,  0.016,  0.005,  0.004,  0.113,  0.001,n
60746,  0.017,  0.005,  0.083,  0.001,  0.027,  0.008,  0.004,  0.115,  0.001,n
60747,  0.017,  0.005,  0.086,  0.001,  0.049,  0.012,  0.005,  0.117,  0.001,n
60748,  0.017,  0.005,  0.089,  0.001,  0.032,  0.014,  0.005,  0.119,  0.001,n
60749,  0.015,  0.004,  0.091,  0.000,  0.051,  0.014,  0.005,  0.120,  0.001,n
60750,  0.014,  0.004,  0.094,  0.000,  0.082,  0.010,  0.005,  0.120,  0.001,n
60751,  0.012,  0.004,  0.096,  0.000,  0.103,  0.002,  0.005,  0.120,  0.001,n
60752,  0.011,  0.004,  0.098,  0.000,  0.060, -0.007,  0.006,  0.119,  0.001,n
60753,  0.008,  0.003,  0.100,  0.001,  0.060, -0.015,  0.007,  0.118,  0.001,n
60754,  0.006,  0.003,  0.101,  0.001,  0.044, -0.023,  0.007,  0.116,  0.001,n
60755,  0.006,  0.003,  0.103,  0.001, -0.004, -0.027,  0.007,  0.113,  0.001,n
60756,  0.006,  0.003,  0.104,  0.001, -0.056, -0.029,  0.007,  0.110,  0.001,n
60757,  0.007,  0.003,  0.106,  0.001, -0.072, -0.029,  0.007,  0.105,  0.001,n
60758,  0.007,  0.003,  0.107,  0.001, -0.078, -0.027,  0.007,  0.101,  0.001,n
60759,  0.008,  0.002,  0.108,  0.001, -0.110, -0.024,  0.007,  0.096,  0.001,n
60760,  0.007,  0.003,  0.109,  0.001, -0.096, -0.021,  0.007,  0.092,  0.002,n
60761,  0.005,  0.003,  0.109,  0.001, -0.088, -0.018,  0.007,  0.088,  0.002,n
60762,  0.002,  0.003,  0.110,  0.001, -0.060, -0.016,  0.007,  0.085,  0.002,n
60763,  0.000,  0.003,  0.110,  0.001, -0.034, -0.015,  0.007,  0.082,  0.002,n
60764, -0.001,  0.003,  0.111,  0.001, -0.015, -0.014,  0.007,  0.078,  0.003,n
60765, -0.001,  0.003,  0.112,  0.001,  0.014, -0.015,  0.007,  0.075,  0.003,n
60766, -0.001,  0.003,  0.112,  0.001,  0.024, -0.016,  0.006,  0.073,  0.003,n
60767, -0.000,  0.004,  0.112,  0.001,  0.033, -0.017,  0.006,  0.070,  0.003,n
60768,  0.001,  0.004,  0.111,  0.001,  0.024, -0.018,  0.006,  0.067,  0.003,n
60769,  0.001,  0.004,  0.111,  0.001,  0.063,  0.135,  0.616,  0.134,  0.122,n
60770,  0.003,  0.004,  0.112,  0.001,  0.074,  0.315,  1.404,  0.214,  0.276,n
60771,  0.005,  0.004,  0.113,  0.001,  0.112,  0.494,  2.130,  0.293,  0.417,n
60772,  0.008,  0.004,  0.115,  0.001,  0.134,  0.741,  3.466,  0.402,  0.683,n
60773,  0.012,  0.005,  0.117,  0.001,  0.096,  1.042,  5.328,  0.538,  1.073,n
60774,  0.014,  0.005,  0.119,  0.001,  0.033,  1.076,  5.285,  0.679,  1.455,n
60775,  0.014,  0.005,  0.120,  0.001, -0.014,  1.127,  5.235,  0.850,  1.990,n
60776,  0.010,  0.005,  0.120,  0.001, -0.091,  1.312,  5.623,  1.080,  2.972,n
60777,  0.002,  0.005,  0.120,  0.001, -0.158,  1.577,  6.566,  1.404,  4.941,n
60778, -0.007,  0.006,  0.119,  0.001, -0.159,  1.770,  6.795,  1.739,  6.860,n
60779, -0.015,  0.007,  0.118,  0.001, -0.140,  1.975,  7.036,  2.090,  8.743,n
60780, -0.023,  0.007,  0.116,  0.001, -0.113,  2.214,  7.423,  2.385,  9.690,n
60781, -0.027,  0.007,  0.113,  0.001, -0.096,  2.272,  7.230,  2.686, 10.505,n
60782, -0.029,  0.007,  0.110,  0.001, -0.078,  1.999, 10.420,  3.012, 11.362,n
60783, -0.029,  0.007,  0.105,  0.001, -0.036,  1.815, 12.052,  3.343, 12.033,n
60784, -0.027,  0.007,  0.101,  0.001, -0.027,  1.666, 13.174,  3.669, 12.434,n
60785, -0.024,  0.007,  0.096,  0.001, -0.023,  1.518, 14.245,  4.010, 12.746,n
60786, -0.021,  0.007,  0.092,  0.002, -0.017,  1.406, 14.918,  4.346, 12.770,n
60787, -0.018,  0.007,  0.088,  0.002, -0.012,  1.367, 15.072,  4.647, 12.312,n
60788, -0.016,  0.007,  0.085,  0.002, -0.000,  1.392, 15.016,  4.870, 11.398,n
60789, -0.015,  0.007,  0.082,  0.002, -0.000,  1.383, 15.045,  5.097, 10.382,n
60790, -0.014,  0.007,  0.078,  0.003, -0.001,  1.374, 15.070,  5.334,  9.271,n
60791, -0.015,  0.007,  0.075,  0.003, -0.001,  1.342, 15.190,  5.581,  8.052,n
60792, -0.016,  0.006,  0.073,  0.003, -0.001,  1.287, 15.417,  5.830,  6.707,n
60793, -0.017,  0.006,  0.070,  0.003,  0.015,  1.254, 15.533,  6.079,  5.237,n
60794, -0.018,  0.006,  0.067,  0.003,  3.884,  1.106, 15.270,  6.235,  4.449,p
60795,  0.135,  0.616,  0.134,  0.122,  4.578,  0.907, 14.820,  6.375,  3.735,n
60796,  0.315,  1.404,  0.214,  0.276,  4.588,  0.675, 14.388,  6.505,  2.998,n
60797,  0.494,  2.130,  0.293,  0.417,  6.301,  0.361, 13.171,  6.590,  2.537,n
60798,  0.741,  3.466,  0.402,  0.683,  7.623, -0.013, 11.011,  6.639,  2.287,n
60799,  1.042,  5.328,  0.538,  1.073,  0.871, -0.113, 11.074,  6.682,  2.064,n
60800,  1.076,  5.285,  0.679,  1.455,  1.267, -0.243, 11.125,  6.696,  2.004,n
60801,  1.127,  5.235,  0.850,  1.990,  4.540, -0.463, 10.143,  6.640,  2.176,n
60802,  1.312,  5.623,  1.080,  2.972,  6.464, -0.735,  8.067,  6.482,  2.285,n
60803,  1.577,  6.566,  1.404,  4.941,  4.650, -0.932,  6.827,  6.304,  2.326,n
60804,  1.770,  6.795,  1.739,  6.860,  5.007, -1.146,  5.324,  6.100,  2.271,n
60805,  1.975,  7.036,  2.090,  8.743,  5.860, -1.394,  3.241,  5.950,  2.407,n
60806,  2.214,  7.423,  2.385,  9.690,  1.335, -1.463,  2.968,  5.789,  2.499,n
60807,  2.272,  7.230,  2.686, 10.505, -6.891, -1.205,  1.715,  5.610,  2.409,n
60808,  1.999, 10.420,  3.012, 11.362, -4.646, -1.052,  1.203,  5.422,  2.245,n
60809,  1.815, 12.052,  3.343, 12.033, -3.741, -0.936,  0.890,  5.230,  2.068,n
60810,  1.666, 13.174,  3.669, 12.434, -3.730, -0.820,  0.551,  5.015,  1.736,n
60811,  1.518, 14.245,  4.010, 12.746, -2.818, -0.728,  0.379,  4.811,  1.335,n
60812,  1.406, 14.918,  4.346, 12.770, -0.993, -0.678,  0.414,  4.653,  1.066,n
60813,  1.367, 15.072,  4.647, 12.312,  0.637, -0.659,  0.476,  4.577,  1.062,n
60814,  1.392, 15.016,  4.870, 11.398, -0.236, -0.542,  0.923,  4.515,  1.018,n
60815,  1.383, 15.045,  5.097, 10.382, -0.203, -0.382,  1.671,  4.461,  0.931,n
